PriceRangeID,Departure_ariportID,Transit_ariportID,Landing_ariportID,DepartureDateID,ArrivalDateID,PassengerID,TicketID,PlaneID,CabinID,mileage,Price,Rate,ian,FlightFactID,AirlinesID
4,5,NULL,24,40,40,39485,23,17,325,1178,1005,0.68,255610,124,1
1,6,NULL,25,196,196,46849,24,18,325,1178,1130,0.76,255611,125,1
4,8,NULL,26,184,184,20621,16,19,1294,1178,5660,1.00,255612,126,2
3,9,NULL,27,49,49,28332,17,1,1,1178,2090,0.37,255613,127,2
4,12,NULL,29,40,40,43647,101,2,325,1178,1005,0.68,255614,128,2
1,13,NULL,30,196,196,1861,102,3,325,1178,1130,0.76,255615,129,2
3,14,NULL,31,184,184,3163,178,5,1294,1178,2980,0.53,255616,130,2
1,16,NULL,32,49,49,3571,2,6,1,1178,4540,0.80,255617,131,3
4,17,NULL,33,40,40,14375,3,7,325,1178,1010,0.68,255618,132,3
1,18,NULL,34,196,196,19525,9,8,325,1178,1130,0.76,255619,133,3
3,19,NULL,35,184,184,21306,10,9,1294,1178,5660,1.00,255620,134,3
1,20,NULL,36,49,49,28945,14,10,1,1178,5680,1.00,255621,135,3
4,21,NULL,1,40,40,31995,4,11,325,1178,1310,0.88,255622,136,4
1,22,NULL,2,196,196,31128,5,12,325,1178,1490,1.00,255623,137,4
1,23,NULL,3,184,184,53168,6,13,1294,1178,2980,0.52,255624,138,4
3,24,NULL,5,49,49,41448,11,14,1,1178,2090,0.37,255625,139,4
4,25,NULL,6,40,40,28672,12,15,325,1178,1490,1.00,255626,140,4
1,26,NULL,8,196,196,58653,568918,16,325,1178,1210,0.82,255627,141,5
1,27,NULL,9,184,184,8397,568919,17,1294,1178,5810,1.00,255628,142,5
1,29,NULL,12,49,49,50236,568920,18,1,1178,4540,0.80,255629,143,5
3,30,1,13,40,40,34589,568921,19,325,1178,790,0.54,255630,144,5
1,31,NULL,14,196,196,49572,568922,1,325,1178,1280,0.86,255631,145,5
1,32,NULL,16,184,184,22498,568923,2,1294,1178,3730,0.65,255632,146,6
1,33,NULL,17,49,49,40759,568924,3,1,1178,5680,1.00,255633,147,6
3,34,NULL,18,40,40,35532,568925,5,325,1178,790,0.54,255634,148,6
1,35,NULL,19,196,196,40553,568926,6,325,1178,1360,0.92,255635,149,6
1,36,NULL,20,184,184,31087,568927,7,1294,1178,4170,0.72,255636,150,6
3,1,NULL,21,49,49,2,568928,8,1,1178,2090,0.37,255637,151,7
3,2,NULL,22,40,40,4255,568929,9,325,1178,830,0.56,255638,152,7
3,3,NULL,23,196,196,18516,568930,10,325,1178,600,0.41,255639,153,7
3,5,NULL,24,184,184,3172,568931,11,1294,1178,2980,0.53,255640,154,7
1,6,NULL,25,49,49,10630,568932,12,1,1178,4540,0.80,255641,155,7
3,8,NULL,26,40,40,6582,2217,13,325,1178,920,0.62,255642,156,8
3,9,NULL,27,196,196,7270,2218,14,325,1178,600,0.41,255643,157,8
3,12,NULL,29,184,184,1202,2219,15,1294,1178,5660,1.00,255644,158,8
1,13,NULL,30,49,49,27060,2220,16,1,1178,5680,1.00,255645,159,8
3,14,NULL,31,40,40,6053,2496,17,325,1178,800,0.54,255646,160,8
3,16,NULL,32,196,196,33075,64,18,325,1178,600,0.41,255647,161,9
1,17,NULL,33,184,184,41736,65,19,1294,1178,2240,0.39,255648,162,9
3,18,NULL,34,49,49,38760,76,1,1,1178,2090,0.37,255649,163,9
3,19,NULL,35,40,40,19198,77,2,325,1178,860,0.58,255650,164,9
3,20,NULL,36,196,196,2564,143,3,325,1178,760,0.52,255651,165,9
1,21,NULL,1,184,184,3,1,5,1294,1178,5810,1.00,255652,166,12
3,22,NULL,2,49,49,4,87,6,1,1178,5660,1.00,255653,167,12
3,23,31,3,40,40,57802,88,7,325,1178,1490,1.00,255654,168,12
3,24,NULL,5,196,196,29543,165,8,325,1178,1490,1.00,255655,169,12
1,25,NULL,6,184,184,5685,238,9,1294,1178,2980,0.52,255656,170,12
9,26,NULL,8,49,49,60065,568933,10,1,1178,1980,0.39,255657,171,13
3,27,NULL,9,40,41,23379,568934,11,325,1178,930,0.63,255658,172,13
9,29,NULL,12,196,196,60776,568935,12,325,1178,600,0.45,255659,173,13
1,30,NULL,13,184,184,61931,568936,13,1294,1178,3730,0.65,255660,174,13
9,31,NULL,14,49,49,58061,568937,14,1,1178,2380,0.47,255661,175,13
3,32,NULL,16,40,41,41625,568938,15,325,1178,930,0.63,255662,176,14
9,33,NULL,17,196,196,51685,568939,16,325,1178,600,0.45,255663,177,14
1,34,NULL,18,184,184,1679,568940,17,1294,1178,4170,0.72,255664,178,14
3,35,NULL,19,49,49,45940,568941,18,1,1178,2090,0.37,255665,179,14
3,36,NULL,20,40,41,39176,568942,19,325,1178,980,0.66,255666,180,14
9,1,NULL,21,196,196,5,7,1,325,1178,600,0.45,255667,181,1
3,2,NULL,22,184,184,31481,8,2,1294,1178,2980,0.53,255668,182,1
1,3,NULL,23,49,49,29519,22,3,1,1178,4540,0.80,255669,183,1
3,5,NULL,24,40,41,14283,23,5,325,1178,1070,0.72,255670,184,1
9,6,NULL,25,196,196,39073,24,6,325,1178,690,0.51,255671,185,1
3,8,NULL,26,184,184,22184,16,7,1294,1178,5660,1.00,255672,186,2
1,9,NULL,27,49,49,61082,17,8,1,1178,5680,1.00,255673,187,2
3,12,NULL,29,40,41,57503,101,9,325,1178,940,0.64,255674,188,2
9,13,NULL,30,196,196,20303,102,10,325,1178,1360,1.00,255675,189,2
1,14,NULL,31,184,184,45027,178,11,1294,1178,2980,0.52,255676,190,2
3,16,NULL,32,49,49,12728,2,12,1,1178,2090,0.37,255677,191,3
3,17,24,33,40,41,62910,3,13,325,1178,1010,0.68,255678,192,3
1,18,NULL,34,196,196,59603,9,14,325,1178,670,0.45,255679,193,3
1,19,NULL,35,184,184,35672,10,15,1294,1178,5810,1.00,255680,194,3
9,20,NULL,36,49,49,26656,14,16,1,1178,1980,0.39,255681,195,3
3,21,NULL,1,40,41,59387,4,17,325,1178,1490,1.00,255682,196,4
1,22,NULL,2,196,196,10609,5,18,325,1178,670,0.45,255683,197,4
1,23,NULL,3,184,184,11488,6,19,1294,1178,3730,0.65,255684,198,4
9,24,NULL,5,49,49,49163,11,1,1,1178,2380,0.47,255685,199,4
12,25,NULL,6,40,41,48525,12,2,325,1178,620,0.46,255686,200,4
1,26,NULL,8,196,196,51451,568918,3,325,1178,670,0.45,255687,201,5
1,27,NULL,9,184,184,6935,568919,5,1294,1178,4170,0.72,255688,202,5
1,29,NULL,12,49,49,29529,568920,6,1,1178,4540,0.80,255689,203,5
12,30,NULL,13,40,41,60183,568921,7,325,1178,700,0.52,255690,204,5
1,31,NULL,14,196,196,44651,568922,8,325,1178,1490,1.00,255691,205,5
3,32,NULL,16,184,184,3535,568923,9,1294,1178,2980,0.53,255692,206,6
1,33,NULL,17,49,49,15727,568924,10,1,1178,5680,1.00,255693,207,6
12,34,NULL,18,40,41,25619,568925,11,325,1178,620,0.46,255694,208,6
1,35,NULL,19,196,196,53971,568926,12,325,1178,760,0.52,255695,209,6
3,36,NULL,20,184,184,56851,568927,13,1294,1178,5660,1.00,255696,210,6
3,1,NULL,21,49,49,2356,568928,14,1,1178,2090,0.37,255697,211,7
12,2,NULL,22,40,41,44725,568929,15,325,1178,634,0.47,255698,212,7
1,3,NULL,23,196,196,25893,568930,16,325,1178,830,0.56,255699,213,7
3,5,NULL,24,184,184,37153,568931,17,1294,1178,2980,0.53,255700,214,7
3,6,NULL,25,49,49,3545,568932,18,1,1178,2090,0.37,255701,215,7
12,8,18,26,40,41,41539,2217,19,325,1178,610,0.45,255702,216,8
1,9,NULL,27,196,196,60544,2218,1,325,1178,980,0.66,255703,217,8
3,12,NULL,29,184,184,44989,2219,2,1294,1178,5660,1.00,255704,218,8
12,13,NULL,30,50,50,59088,2220,3,1,1178,1190,0.32,255705,219,8
12,14,NULL,31,40,41,27068,2496,5,325,1178,650,0.48,255706,220,8
3,16,NULL,32,196,196,61475,64,6,325,1178,600,0.41,255707,221,9
3,17,NULL,33,184,184,54857,65,7,1294,1178,2980,0.53,255708,222,9
3,18,NULL,34,50,50,41003,76,8,1,1178,2090,0.37,255709,223,9
12,19,NULL,35,40,41,12398,77,9,325,1178,1360,1.00,255710,224,9
3,20,NULL,36,196,196,16463,143,10,325,1178,600,0.41,255711,225,9
3,21,NULL,1,184,184,45355,1,11,1294,1178,5660,1.00,255712,226,12
1,22,NULL,2,50,50,25342,87,12,1,1178,4540,0.80,255713,227,12
12,23,NULL,3,17,17,383,88,13,1294,1178,1940,0.95,255714,228,12
3,24,NULL,5,196,196,53441,165,14,325,1178,600,0.41,255715,229,12
8,25,NULL,6,184,184,33269,238,15,1294,1178,1860,0.60,255716,230,12
1,26,NULL,8,50,50,47029,568933,16,1,1178,5680,1.00,255717,231,13
12,27,NULL,9,17,17,39904,568934,17,1294,1178,2040,1.00,255718,232,13
3,29,NULL,12,196,196,92,568935,18,325,1178,690,0.47,255719,233,13
8,30,NULL,13,184,184,38997,568936,19,1294,1178,3100,1.00,255720,234,13
3,31,NULL,14,50,50,24612,568937,1,1,1178,2090,0.37,255721,235,13
3,32,NULL,16,17,17,38094,568938,2,1294,1178,2240,0.42,255722,236,14
3,33,NULL,17,196,196,15414,568939,3,325,1178,1490,1.00,255723,237,14
1,34,NULL,18,184,184,51516,568940,5,1294,1178,2980,0.52,255724,238,14
1,35,NULL,19,50,50,13170,568941,6,1,1178,4540,0.80,255725,239,14
3,36,9,20,17,17,4967,568942,7,1294,1178,5360,1.00,255726,240,14
4,1,NULL,21,196,196,12793,7,8,325,1178,715,0.48,255727,241,1
1,2,NULL,22,184,184,46372,8,9,1294,1178,5810,1.00,255728,242,1
1,3,NULL,23,50,50,13361,22,10,1,1178,5680,1.00,255729,243,1
4,5,NULL,24,17,17,28401,23,11,1294,1178,1935,0.34,255730,244,1
4,6,NULL,25,196,196,26768,24,12,325,1178,715,0.48,255731,245,1
1,8,NULL,26,184,184,19284,16,13,1294,1178,3730,0.65,255732,246,2
3,9,NULL,27,50,50,42463,17,14,1,1178,2090,0.37,255733,247,2
4,12,NULL,29,17,17,58169,101,15,1294,1178,5660,1.00,255734,248,2
4,13,NULL,30,196,196,21245,102,16,325,1178,1020,0.69,255735,249,2
1,14,NULL,31,184,184,61880,178,17,1294,1178,4170,0.72,255736,250,2
3,16,NULL,32,50,50,31954,2,18,1,1178,5660,1.00,255737,251,3
1,17,NULL,33,17,17,47552,3,19,1294,1178,2980,0.53,255738,252,3
4,18,NULL,34,196,196,30821,9,1,325,1178,1020,0.69,255739,253,3
3,19,NULL,35,184,184,12456,10,2,1294,1178,3730,0.66,255740,254,3
3,20,NULL,36,50,50,53742,14,3,1,1178,2090,0.37,255741,255,3
1,21,NULL,1,17,17,920,4,5,1294,1178,5660,1.00,255742,256,4
4,22,NULL,2,196,196,34514,5,6,325,1178,1490,1.00,255743,257,4
3,23,NULL,3,184,184,32991,6,7,1294,1178,5660,1.00,255744,258,4
1,24,NULL,5,50,50,4470,11,8,1,1178,4540,0.80,255745,259,4
3,25,NULL,6,17,17,4449,12,9,1294,1178,2240,0.42,255746,260,4
3,26,NULL,8,196,196,57733,568918,10,325,1178,600,0.41,255747,261,5
3,27,NULL,9,184,184,2410,568919,11,1294,1178,2980,0.53,255748,262,5
1,29,NULL,12,50,50,59608,568920,12,1,1178,5680,1.00,255749,263,5
3,30,1,13,17,17,9214,568921,13,1294,1178,5360,1.00,255750,264,5
3,31,NULL,14,196,196,39038,568922,14,325,1178,600,0.41,255751,265,5
3,32,NULL,16,184,184,61427,568923,15,1294,1178,5660,1.00,255752,266,6
3,33,NULL,17,50,50,50808,568924,16,1,1178,2090,0.37,255753,267,6
4,34,NULL,18,17,17,40778,568925,17,1294,1178,1935,0.34,255754,268,6
3,35,NULL,19,196,196,25304,568926,18,325,1178,600,0.41,255755,269,6
1,36,NULL,20,184,184,45231,568927,19,1294,1178,3730,0.65,255756,270,6
3,1,NULL,21,50,50,20166,568928,1,1,1178,2090,0.37,255757,271,7
4,2,NULL,22,17,17,39090,568929,2,1294,1178,5660,1.00,255758,272,7
3,3,NULL,23,196,196,58774,568930,3,325,1178,690,0.47,255759,273,7
1,5,NULL,24,184,184,56953,568931,5,1294,1178,5810,1.00,255760,274,7
1,6,NULL,25,50,50,33677,568932,6,1,1178,4540,0.80,255761,275,7
1,8,NULL,26,17,17,36064,2217,7,1294,1178,2980,0.53,255762,276,8
3,9,NULL,27,196,196,17904,2218,8,325,1178,1490,1.00,255763,277,8
1,12,NULL,29,184,184,1574,2219,9,1294,1178,4170,0.72,255764,278,8
1,13,NULL,30,50,50,2492,2220,10,1,1178,5680,1.00,255765,279,8
1,14,NULL,31,17,17,27550,2496,11,1294,1178,5660,1.00,255766,280,8
3,16,NULL,32,196,196,35011,64,12,325,1178,600,0.41,255767,281,9
4,17,NULL,33,184,184,24922,65,13,1294,1178,1625,0.29,255768,282,9
3,18,NULL,34,50,50,3997,76,14,1,1178,2090,0.37,255769,283,9
3,19,NULL,35,17,17,59397,77,15,1294,1178,2240,0.42,255770,284,9
3,20,NULL,36,196,196,53468,143,16,325,1178,600,0.41,255771,285,9
4,21,NULL,1,184,184,31079,1,17,1294,1178,5660,1.00,255772,286,12
3,22,NULL,2,50,50,6,87,18,1,1178,2090,0.37,255773,287,12
3,23,31,3,17,17,19080,88,19,1294,1178,5360,1.00,255774,288,12
3,24,NULL,5,196,196,33471,165,1,325,1178,600,0.41,255775,289,12
3,25,NULL,6,184,184,37619,238,2,1294,1178,3730,0.66,255776,290,12
3,26,NULL,8,50,50,29500,568933,3,1,1178,2090,0.37,255777,291,13
3,27,NULL,9,17,17,7200,568934,5,1294,1178,2980,0.56,255778,292,13
3,29,NULL,12,196,196,42733,568935,6,325,1178,690,0.47,255779,293,13
3,30,NULL,13,184,184,25035,568936,7,1294,1178,5660,1.00,255780,294,13
1,31,NULL,14,50,50,12181,568937,8,1,1178,4540,0.80,255781,295,13
3,32,NULL,16,17,17,27530,568938,9,1294,1178,5360,1.00,255782,296,14
3,33,NULL,17,196,196,19132,568939,10,325,1178,1490,1.00,255783,297,14
1,34,NULL,18,184,184,13931,568940,11,1294,1178,2980,0.52,255784,298,14
1,35,NULL,19,50,50,29160,568941,12,1,1178,5680,1.00,255785,299,14
1,36,NULL,20,17,17,31546,568942,13,1294,1178,5660,1.00,255786,300,14
12,1,NULL,21,196,196,34607,7,14,325,1178,770,0.57,255787,301,1
1,2,NULL,22,184,184,60605,8,15,1294,1178,5810,1.00,255788,302,1
3,3,NULL,23,50,50,21243,22,16,1,1178,2090,0.37,255789,303,1
3,5,NULL,24,17,17,27511,23,17,1294,1178,3730,0.70,255790,304,1
12,6,NULL,25,196,196,46793,24,18,325,1178,700,0.52,255791,305,1
1,8,NULL,26,184,184,24939,16,19,1294,1178,3730,0.65,255792,306,2
3,9,NULL,27,50,50,62705,17,1,1,1178,2090,0.37,255793,307,2
3,12,NULL,29,17,17,53443,101,2,1294,1178,5360,1.00,255794,308,2
12,13,NULL,30,196,196,11611,102,3,325,1178,704,0.52,255795,309,2
1,14,NULL,31,184,184,9598,178,5,1294,1178,4170,0.72,255796,310,2
1,16,NULL,32,50,50,16656,2,6,1,1178,4540,0.80,255797,311,3
1,17,24,33,17,17,41911,3,7,1294,1178,2980,0.53,255798,312,3
12,18,NULL,34,196,196,9064,9,8,325,1178,720,0.53,255799,313,3
3,19,NULL,35,184,184,56015,10,9,1294,1178,2980,0.53,255800,314,3
1,20,NULL,36,50,50,7257,14,10,1,1178,5680,1.00,255801,315,3
1,21,NULL,1,17,17,32892,4,11,1294,1178,5660,1.00,255802,316,4
12,22,NULL,2,196,196,44864,5,12,325,1178,820,0.61,255803,317,4
3,23,NULL,3,184,184,58308,6,13,1294,1178,5660,1.00,255804,318,4
3,24,NULL,5,50,50,29625,11,14,1,1178,2090,0.37,255805,319,4
3,25,NULL,6,17,17,10550,12,15,1294,1178,2980,0.56,255806,320,4
12,26,NULL,8,196,196,32369,568918,16,325,1178,680,0.50,255807,321,5
1,27,NULL,9,184,184,11476,568919,17,1294,1178,2980,0.52,255808,322,5
1,29,NULL,12,50,50,13025,568920,18,1,1178,4540,0.80,255809,323,5
3,30,NULL,13,17,17,3936,568921,19,1294,1178,5360,1.00,255810,324,5
12,31,NULL,14,196,196,55348,568922,1,325,1178,1360,1.00,255811,325,5
1,32,NULL,16,184,184,23476,568923,2,1294,1178,5810,1.00,255812,326,6
1,33,NULL,17,50,50,15619,568924,3,1,1178,5680,1.00,255813,327,6
1,34,NULL,18,17,17,18844,568925,5,1294,1178,2980,0.53,255814,328,6
3,35,NULL,19,196,196,52635,568926,6,325,1178,600,0.41,255815,329,6
1,36,NULL,20,184,184,12547,568927,7,1294,1178,3730,0.65,255816,330,6
1,1,NULL,21,50,50,51913,568928,8,1,1178,4540,0.80,255817,331,7
1,2,NULL,22,17,17,60495,568929,9,1294,1178,5660,1.00,255818,332,7
3,3,NULL,23,196,196,14846,568930,10,325,1178,600,0.41,255819,333,7
1,5,NULL,24,184,184,8048,568931,11,1294,1178,4170,0.72,255820,334,7
1,6,NULL,25,50,50,53730,568932,12,1,1178,5680,1.00,255821,335,7
3,8,18,26,17,17,55653,2217,13,1294,1178,2980,0.56,255822,336,8
3,9,NULL,27,196,196,52925,2218,14,325,1178,760,0.52,255823,337,8
3,12,NULL,29,184,184,19892,2219,15,1294,1178,2980,0.53,255824,338,8
3,13,NULL,30,50,50,57376,2220,16,1,1178,2090,0.37,255825,339,8
3,14,NULL,31,17,17,10516,2496,17,1294,1178,5360,1.00,255826,340,8
3,16,NULL,32,196,196,4792,64,18,325,1178,1490,1.00,255827,341,9
