PriceRangeID,Departure_ariportID,Transit_ariportID,Landing_ariportID,DepartureDateID,ArrivalDateID,PassengerID,TicketID,PlaneID,CabinID,mileage,Price,Rate,ian
1,34,NULL,18,184,184,31824,568940,11,1294,1178,4170,0.72,255604
1,35,NULL,19,49,49,38798,568941,12,1,1178,5680,1.00,255605
4,36,9,20,40,40,54639,568942,13,325,1178,1005,0.68,255606
3,1,NULL,21,196,196,47619,7,14,325,1178,1490,1.00,255607
4,2,NULL,22,184,184,28924,8,15,1294,1178,1625,0.29,255608
3,3,NULL,23,49,49,277,22,16,1,1178,2090,0.37,255609
4,5,NULL,24,40,40,39485,23,17,325,1178,1005,0.68,255610
1,6,NULL,25,196,196,46849,24,18,325,1178,1130,0.76,255611
4,8,NULL,26,184,184,20621,16,19,1294,1178,5660,1.00,255612
3,9,NULL,27,49,49,28332,17,1,1,1178,2090,0.37,255613
4,12,NULL,29,40,40,43647,101,2,325,1178,1005,0.68,255614
1,13,NULL,30,196,196,1861,102,3,325,1178,1130,0.76,255615
3,14,NULL,31,184,184,3163,178,5,1294,1178,2980,0.53,255616
1,16,NULL,32,49,49,3571,2,6,1,1178,4540,0.80,255617
4,17,NULL,33,40,40,14375,3,7,325,1178,1010,0.68,255618
1,18,NULL,34,196,196,19525,9,8,325,1178,1130,0.76,255619
3,19,NULL,35,184,184,21306,10,9,1294,1178,5660,1.00,255620
1,20,NULL,36,49,49,28945,14,10,1,1178,5680,1.00,255621
4,21,NULL,1,40,40,31995,4,11,325,1178,1310,0.88,255622
1,22,NULL,2,196,196,31128,5,12,325,1178,1490,1.00,255623
1,23,NULL,3,184,184,53168,6,13,1294,1178,2980,0.52,255624
3,24,NULL,5,49,49,41448,11,14,1,1178,2090,0.37,255625
4,25,NULL,6,40,40,28672,12,15,325,1178,1490,1.00,255626
1,26,NULL,8,196,196,58653,568918,16,325,1178,1210,0.82,255627
1,27,NULL,9,184,184,8397,568919,17,1294,1178,5810,1.00,255628
1,29,NULL,12,49,49,50236,568920,18,1,1178,4540,0.80,255629
3,30,1,13,40,40,34589,568921,19,325,1178,790,0.54,255630
1,31,NULL,14,196,196,49572,568922,1,325,1178,1280,0.86,255631
1,32,NULL,16,184,184,22498,568923,2,1294,1178,3730,0.65,255632
1,33,NULL,17,49,49,40759,568924,3,1,1178,5680,1.00,255633
3,34,NULL,18,40,40,35532,568925,5,325,1178,790,0.54,255634
1,35,NULL,19,196,196,40553,568926,6,325,1178,1360,0.92,255635
1,36,NULL,20,184,184,31087,568927,7,1294,1178,4170,0.72,255636
3,1,NULL,21,49,49,55610,568928,8,1,1178,2090,0.37,255637
3,2,NULL,22,40,40,4255,568929,9,325,1178,830,0.56,255638
3,3,NULL,23,196,196,18516,568930,10,325,1178,600,0.41,255639
3,5,NULL,24,184,184,3172,568931,11,1294,1178,2980,0.53,255640
1,6,NULL,25,49,49,10630,568932,12,1,1178,4540,0.80,255641
3,8,NULL,26,40,40,6582,2217,13,325,1178,920,0.62,255642
3,9,NULL,27,196,196,7270,2218,14,325,1178,600,0.41,255643
3,12,NULL,29,184,184,1202,2219,15,1294,1178,5660,1.00,255644
1,13,NULL,30,49,49,27060,2220,16,1,1178,5680,1.00,255645
3,14,NULL,31,40,40,6053,2496,17,325,1178,800,0.54,255646
3,16,NULL,32,196,196,33075,64,18,325,1178,600,0.41,255647
1,17,NULL,33,184,184,41736,65,19,1294,1178,2240,0.39,255648
3,18,NULL,34,49,49,38760,76,1,1,1178,2090,0.37,255649
3,19,NULL,35,40,40,19198,77,2,325,1178,860,0.58,255650
3,20,NULL,36,196,196,2564,143,3,325,1178,760,0.52,255651
1,21,NULL,1,184,184,54775,1,5,1294,1178,5810,1.00,255652
3,22,NULL,2,49,49,32512,87,6,1,1178,5660,1.00,255653
3,23,31,3,40,40,57802,88,7,325,1178,1490,1.00,255654
3,24,NULL,5,196,196,29543,165,8,325,1178,1490,1.00,255655
1,25,NULL,6,184,184,5685,238,9,1294,1178,2980,0.52,255656
9,26,NULL,8,49,49,60065,568933,10,1,1178,1980,0.39,255657
3,27,NULL,9,40,41,23379,568934,11,325,1178,930,0.63,255658
9,29,NULL,12,196,196,60776,568935,12,325,1178,600,0.45,255659
1,30,NULL,13,184,184,61931,568936,13,1294,1178,3730,0.65,255660
9,31,NULL,14,49,49,58061,568937,14,1,1178,2380,0.47,255661
3,32,NULL,16,40,41,41625,568938,15,325,1178,930,0.63,255662
9,33,NULL,17,196,196,51685,568939,16,325,1178,600,0.45,255663
1,34,NULL,18,184,184,1679,568940,17,1294,1178,4170,0.72,255664
3,35,NULL,19,49,49,45940,568941,18,1,1178,2090,0.37,255665
3,36,NULL,20,40,41,39176,568942,19,325,1178,980,0.66,255666
9,1,NULL,21,196,196,50509,7,1,325,1178,600,0.45,255667
3,2,NULL,22,184,184,31481,8,2,1294,1178,2980,0.53,255668
1,3,NULL,23,49,49,29519,22,3,1,1178,4540,0.80,255669
3,5,NULL,24,40,41,14283,23,5,325,1178,1070,0.72,255670
9,6,NULL,25,196,196,39073,24,6,325,1178,690,0.51,255671
3,8,NULL,26,184,184,22184,16,7,1294,1178,5660,1.00,255672
1,9,NULL,27,49,49,61082,17,8,1,1178,5680,1.00,255673
3,12,NULL,29,40,41,57503,101,9,325,1178,940,0.64,255674
9,13,NULL,30,196,196,20303,102,10,325,1178,1360,1.00,255675
1,14,NULL,31,184,184,45027,178,11,1294,1178,2980,0.52,255676
3,16,NULL,32,49,49,12728,2,12,1,1178,2090,0.37,255677
3,17,24,33,40,41,62910,3,13,325,1178,1010,0.68,255678
1,18,NULL,34,196,196,59603,9,14,325,1178,670,0.45,255679
1,19,NULL,35,184,184,35672,10,15,1294,1178,5810,1.00,255680
9,20,NULL,36,49,49,26656,14,16,1,1178,1980,0.39,255681
3,21,NULL,1,40,41,59387,4,17,325,1178,1490,1.00,255682
1,22,NULL,2,196,196,10609,5,18,325,1178,670,0.45,255683
1,23,NULL,3,184,184,11488,6,19,1294,1178,3730,0.65,255684
9,24,NULL,5,49,49,49163,11,1,1,1178,2380,0.47,255685
12,25,NULL,6,40,41,48525,12,2,325,1178,620,0.46,255686
1,26,NULL,8,196,196,51451,568918,3,325,1178,670,0.45,255687
1,27,NULL,9,184,184,6935,568919,5,1294,1178,4170,0.72,255688
1,29,NULL,12,49,49,29529,568920,6,1,1178,4540,0.80,255689
12,30,NULL,13,40,41,60183,568921,7,325,1178,700,0.52,255690
1,31,NULL,14,196,196,44651,568922,8,325,1178,1490,1.00,255691
3,32,NULL,16,184,184,3535,568923,9,1294,1178,2980,0.53,255692
1,33,NULL,17,49,49,15727,568924,10,1,1178,5680,1.00,255693
12,34,NULL,18,40,41,25619,568925,11,325,1178,620,0.46,255694
1,35,NULL,19,196,196,53971,568926,12,325,1178,760,0.52,255695
3,36,NULL,20,184,184,56851,568927,13,1294,1178,5660,1.00,255696
3,1,NULL,21,49,49,2356,568928,14,1,1178,2090,0.37,255697
12,2,NULL,22,40,41,44725,568929,15,325,1178,634,0.47,255698
1,3,NULL,23,196,196,25893,568930,16,325,1178,830,0.56,255699
3,5,NULL,24,184,184,37153,568931,17,1294,1178,2980,0.53,255700
3,6,NULL,25,49,49,3545,568932,18,1,1178,2090,0.37,255701
12,8,18,26,40,41,41539,2217,19,325,1178,610,0.45,255702
1,9,NULL,27,196,196,60544,2218,1,325,1178,980,0.66,255703
3,12,NULL,29,184,184,44989,2219,2,1294,1178,5660,1.00,255704
12,13,NULL,30,50,50,59088,2220,3,1,1178,1190,0.32,255705
12,14,NULL,31,40,41,27068,2496,5,325,1178,650,0.48,255706
3,16,NULL,32,196,196,61475,64,6,325,1178,600,0.41,255707
3,17,NULL,33,184,184,54857,65,7,1294,1178,2980,0.53,255708
3,18,NULL,34,50,50,41003,76,8,1,1178,2090,0.37,255709
12,19,NULL,35,40,41,12398,77,9,325,1178,1360,1.00,255710
3,20,NULL,36,196,196,16463,143,10,325,1178,600,0.41,255711
3,21,NULL,1,184,184,45355,1,11,1294,1178,5660,1.00,255712
1,22,NULL,2,50,50,25342,87,12,1,1178,4540,0.80,255713
12,23,NULL,3,17,17,383,88,13,1294,1178,1940,0.95,255714
3,24,NULL,5,196,196,53441,165,14,325,1178,600,0.41,255715
8,25,NULL,6,184,184,33269,238,15,1294,1178,1860,0.60,255716
1,26,NULL,8,50,50,47029,568933,16,1,1178,5680,1.00,255717
12,27,NULL,9,17,17,39904,568934,17,1294,1178,2040,1.00,255718
3,29,NULL,12,196,196,92,568935,18,325,1178,690,0.47,255719
8,30,NULL,13,184,184,38997,568936,19,1294,1178,3100,1.00,255720
3,31,NULL,14,50,50,24612,568937,1,1,1178,2090,0.37,255721
3,32,NULL,16,17,17,38094,568938,2,1294,1178,2240,0.42,255722
3,33,NULL,17,196,196,15414,568939,3,325,1178,1490,1.00,255723
1,34,NULL,18,184,184,51516,568940,5,1294,1178,2980,0.52,255724
1,35,NULL,19,50,50,13170,568941,6,1,1178,4540,0.80,255725
3,36,9,20,17,17,4967,568942,7,1294,1178,5360,1.00,255726
4,1,NULL,21,196,196,12793,7,8,325,1178,715,0.48,255727
1,2,NULL,22,184,184,46372,8,9,1294,1178,5810,1.00,255728
1,3,NULL,23,50,50,13361,22,10,1,1178,5680,1.00,255729
4,5,NULL,24,17,17,28401,23,11,1294,1178,1935,0.34,255730
4,6,NULL,25,196,196,26768,24,12,325,1178,715,0.48,255731
1,8,NULL,26,184,184,19284,16,13,1294,1178,3730,0.65,255732
3,9,NULL,27,50,50,42463,17,14,1,1178,2090,0.37,255733
4,12,NULL,29,17,17,58169,101,15,1294,1178,5660,1.00,255734
4,13,NULL,30,196,196,21245,102,16,325,1178,1020,0.69,255735
1,14,NULL,31,184,184,61880,178,17,1294,1178,4170,0.72,255736
3,16,NULL,32,50,50,31954,2,18,1,1178,5660,1.00,255737
1,17,NULL,33,17,17,47552,3,19,1294,1178,2980,0.53,255738
4,18,NULL,34,196,196,30821,9,1,325,1178,1020,0.69,255739
3,19,NULL,35,184,184,12456,10,2,1294,1178,3730,0.66,255740
3,20,NULL,36,50,50,53742,14,3,1,1178,2090,0.37,255741
1,21,NULL,1,17,17,920,4,5,1294,1178,5660,1.00,255742
4,22,NULL,2,196,196,34514,5,6,325,1178,1490,1.00,255743
3,23,NULL,3,184,184,32991,6,7,1294,1178,5660,1.00,255744
1,24,NULL,5,50,50,4470,11,8,1,1178,4540,0.80,255745
3,25,NULL,6,17,17,4449,12,9,1294,1178,2240,0.42,255746
3,26,NULL,8,196,196,57733,568918,10,325,1178,600,0.41,255747
3,27,NULL,9,184,184,2410,568919,11,1294,1178,2980,0.53,255748
1,29,NULL,12,50,50,59608,568920,12,1,1178,5680,1.00,255749
3,30,1,13,17,17,9214,568921,13,1294,1178,5360,1.00,255750
3,31,NULL,14,196,196,39038,568922,14,325,1178,600,0.41,255751
3,32,NULL,16,184,184,61427,568923,15,1294,1178,5660,1.00,255752
3,33,NULL,17,50,50,50808,568924,16,1,1178,2090,0.37,255753
4,34,NULL,18,17,17,40778,568925,17,1294,1178,1935,0.34,255754
3,35,NULL,19,196,196,25304,568926,18,325,1178,600,0.41,255755
1,36,NULL,20,184,184,45231,568927,19,1294,1178,3730,0.65,255756
3,1,NULL,21,50,50,20166,568928,1,1,1178,2090,0.37,255757
4,2,NULL,22,17,17,39090,568929,2,1294,1178,5660,1.00,255758
3,3,NULL,23,196,196,58774,568930,3,325,1178,690,0.47,255759
1,5,NULL,24,184,184,56953,568931,5,1294,1178,5810,1.00,255760
1,6,NULL,25,50,50,33677,568932,6,1,1178,4540,0.80,255761
1,8,NULL,26,17,17,36064,2217,7,1294,1178,2980,0.53,255762
3,9,NULL,27,196,196,17904,2218,8,325,1178,1490,1.00,255763
1,12,NULL,29,184,184,1574,2219,9,1294,1178,4170,0.72,255764
1,13,NULL,30,50,50,2492,2220,10,1,1178,5680,1.00,255765
1,14,NULL,31,17,17,27550,2496,11,1294,1178,5660,1.00,255766
3,16,NULL,32,196,196,35011,64,12,325,1178,600,0.41,255767
4,17,NULL,33,184,184,24922,65,13,1294,1178,1625,0.29,255768
3,18,NULL,34,50,50,3997,76,14,1,1178,2090,0.37,255769
3,19,NULL,35,17,17,59397,77,15,1294,1178,2240,0.42,255770
3,20,NULL,36,196,196,53468,143,16,325,1178,600,0.41,255771
4,21,NULL,1,184,184,31079,1,17,1294,1178,5660,1.00,255772
3,22,NULL,2,50,50,2823,87,18,1,1178,2090,0.37,255773
3,23,31,3,17,17,19080,88,19,1294,1178,5360,1.00,255774
3,24,NULL,5,196,196,33471,165,1,325,1178,600,0.41,255775
3,25,NULL,6,184,184,37619,238,2,1294,1178,3730,0.66,255776
3,26,NULL,8,50,50,29500,568933,3,1,1178,2090,0.37,255777
3,27,NULL,9,17,17,7200,568934,5,1294,1178,2980,0.56,255778
3,29,NULL,12,196,196,42733,568935,6,325,1178,690,0.47,255779
3,30,NULL,13,184,184,25035,568936,7,1294,1178,5660,1.00,255780
1,31,NULL,14,50,50,12181,568937,8,1,1178,4540,0.80,255781
3,32,NULL,16,17,17,27530,568938,9,1294,1178,5360,1.00,255782
3,33,NULL,17,196,196,19132,568939,10,325,1178,1490,1.00,255783
1,34,NULL,18,184,184,13931,568940,11,1294,1178,2980,0.52,255784
1,35,NULL,19,50,50,29160,568941,12,1,1178,5680,1.00,255785
1,36,NULL,20,17,17,31546,568942,13,1294,1178,5660,1.00,255786
12,1,NULL,21,196,196,34607,7,14,325,1178,770,0.57,255787
1,2,NULL,22,184,184,60605,8,15,1294,1178,5810,1.00,255788
3,3,NULL,23,50,50,21243,22,16,1,1178,2090,0.37,255789
3,5,NULL,24,17,17,27511,23,17,1294,1178,3730,0.70,255790
12,6,NULL,25,196,196,46793,24,18,325,1178,700,0.52,255791
1,8,NULL,26,184,184,24939,16,19,1294,1178,3730,0.65,255792
3,9,NULL,27,50,50,62705,17,1,1,1178,2090,0.37,255793
3,12,NULL,29,17,17,53443,101,2,1294,1178,5360,1.00,255794
12,13,NULL,30,196,196,11611,102,3,325,1178,704,0.52,255795
1,14,NULL,31,184,184,9598,178,5,1294,1178,4170,0.72,255796
1,16,NULL,32,50,50,16656,2,6,1,1178,4540,0.80,255797
1,17,24,33,17,17,41911,3,7,1294,1178,2980,0.53,255798
12,18,NULL,34,196,196,9064,9,8,325,1178,720,0.53,255799
3,19,NULL,35,184,184,56015,10,9,1294,1178,2980,0.53,255800
1,20,NULL,36,50,50,7257,14,10,1,1178,5680,1.00,255801
1,21,NULL,1,17,17,32892,4,11,1294,1178,5660,1.00,255802
12,22,NULL,2,196,196,44864,5,12,325,1178,820,0.61,255803
3,23,NULL,3,184,184,58308,6,13,1294,1178,5660,1.00,255804
3,24,NULL,5,50,50,29625,11,14,1,1178,2090,0.37,255805
3,25,NULL,6,17,17,10550,12,15,1294,1178,2980,0.56,255806
12,26,NULL,8,196,196,32369,568918,16,325,1178,680,0.50,255807
1,27,NULL,9,184,184,11476,568919,17,1294,1178,2980,0.52,255808
1,29,NULL,12,50,50,13025,568920,18,1,1178,4540,0.80,255809
3,30,NULL,13,17,17,3936,568921,19,1294,1178,5360,1.00,255810
12,31,NULL,14,196,196,55348,568922,1,325,1178,1360,1.00,255811
1,32,NULL,16,184,184,23476,568923,2,1294,1178,5810,1.00,255812
1,33,NULL,17,50,50,15619,568924,3,1,1178,5680,1.00,255813
1,34,NULL,18,17,17,18844,568925,5,1294,1178,2980,0.53,255814
3,35,NULL,19,196,196,52635,568926,6,325,1178,600,0.41,255815
1,36,NULL,20,184,184,12547,568927,7,1294,1178,3730,0.65,255816
1,1,NULL,21,50,50,51913,568928,8,1,1178,4540,0.80,255817
1,2,NULL,22,17,17,60495,568929,9,1294,1178,5660,1.00,255818
3,3,NULL,23,196,196,14846,568930,10,325,1178,600,0.41,255819
1,5,NULL,24,184,184,8048,568931,11,1294,1178,4170,0.72,255820
1,6,NULL,25,50,50,53730,568932,12,1,1178,5680,1.00,255821
3,8,18,26,17,17,55653,2217,13,1294,1178,2980,0.56,255822
3,9,NULL,27,196,196,52925,2218,14,325,1178,760,0.52,255823
3,12,NULL,29,184,184,19892,2219,15,1294,1178,2980,0.53,255824
3,13,NULL,30,50,50,57376,2220,16,1,1178,2090,0.37,255825
3,14,NULL,31,17,17,10516,2496,17,1294,1178,5360,1.00,255826
3,16,NULL,32,196,196,4792,64,18,325,1178,1490,1.00,255827
3,17,NULL,33,184,184,31412,65,19,1294,1178,5660,1.00,255828
3,18,NULL,34,50,50,490,76,1,1,1178,5660,1.00,255829
3,19,NULL,35,17,17,39879,77,2,1294,1178,2980,0.56,255830
1,20,NULL,36,196,196,54353,143,3,325,1178,1490,1.00,255831
1,21,NULL,1,184,184,29373,1,5,1294,1178,3730,0.65,255832
3,22,NULL,2,50,50,22067,87,6,1,1178,2090,0.37,255833
3,23,NULL,3,17,17,43273,88,7,1294,1178,5360,1.00,255834
4,24,NULL,5,196,196,1448,165,8,325,1178,715,0.48,255835
1,25,NULL,6,184,184,16741,238,9,1294,1178,5810,1.00,255836
9,26,NULL,8,50,50,30833,568933,10,1,1178,1980,0.39,255837
3,27,NULL,9,17,17,39192,568934,11,1294,1178,2980,0.56,255838
4,29,NULL,12,196,196,18522,568935,12,325,1178,1020,0.69,255839
1,30,NULL,13,184,184,7780,568936,13,1294,1178,4170,0.72,255840
9,31,NULL,14,50,50,53411,568937,14,1,1178,2380,0.47,255841
3,32,NULL,16,17,17,58815,568938,15,1294,1178,5360,1.00,255842
4,33,NULL,17,196,196,55505,568939,16,325,1178,1020,0.69,255843
4,34,NULL,18,184,184,20282,568940,17,1294,1178,1925,0.35,255844
3,35,NULL,19,50,50,49042,568941,18,1,1178,2090,0.37,255845
1,36,9,20,17,17,10902,568942,19,1294,1178,3730,0.66,255846
4,1,NULL,21,196,196,11580,7,1,325,1178,1490,1.00,255847
4,2,NULL,22,184,184,48903,8,2,1294,1178,5660,1.00,255848
1,3,NULL,23,50,50,8486,22,3,1,1178,4540,0.80,255849
1,5,NULL,24,17,17,30350,23,5,1294,1178,5660,1.00,255850
3,6,NULL,25,196,196,39828,24,6,325,1178,600,0.41,255851
3,8,NULL,26,184,184,38387,16,7,1294,1178,2980,0.53,255852
1,9,NULL,27,50,50,50859,17,8,1,1178,5680,1.00,255853
3,12,NULL,29,17,17,3471,101,9,1294,1178,2980,0.56,255854
3,13,NULL,30,196,196,20072,102,10,325,1178,600,0.41,255855
3,14,NULL,31,184,184,48994,178,11,1294,1178,5660,1.00,255856
3,16,NULL,32,50,50,4277,2,12,1,1178,2090,0.37,255857
3,17,NULL,33,17,17,28303,3,13,1294,1178,5360,1.00,255858
3,18,NULL,34,196,196,60482,9,14,325,1178,760,0.52,255859
9,19,NULL,35,184,184,22814,10,15,1294,1178,2860,0.52,255860
1,20,NULL,36,50,50,60603,14,16,1,1178,4540,0.80,255861
3,21,NULL,1,17,17,26830,4,17,1294,1178,5360,1.00,255862
3,22,NULL,2,196,196,48159,5,18,325,1178,1490,1.00,255863
9,23,NULL,3,184,184,40016,6,19,1294,1178,5580,1.00,255864
